STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1994,,226.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1995,,226.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1996,,229.7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1997,,233.7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1998,,240,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1999,,247.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2000,,254.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2001,,269.4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2002,,281.3,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2003,,290.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2004,,291.9,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2005,,291.9,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2006,,295.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2007,,302.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2008,,310.6,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2009,,320.8,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2010,,325.8,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2011,,330,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2012,,335,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2013,,339.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2014,,344,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2015,,348,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2016,,353.3,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2017,,359.7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2018,,366,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2019,,375.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2020,,384.7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2021,,388.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2022,,401.7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2023,,453.4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,NLD,Netherlands,SM_WG,Statutory minimum wages,EUR,Euro,W,Weekly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2024,,485.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1960,,0.14,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1961,,0.15,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1962,,0.16,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1963,,0.17,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1964,,0.19,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1965,,0.19,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1966,,0.22,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1967,,0.26,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1968,,0.27,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1969,,0.3,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1970,,0.3,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1971,,0.31,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1972,,0.33,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1973,,0.38,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1974,,0.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1975,,0.61,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1976,,0.72,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1977,,0.84,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1978,,1.02,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1979,,1.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1980,,1.4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1981,,1.73,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1982,,2.56,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1983,,2.96,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1984,,3.72,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1985,,4.39,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1986,,4.87,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1987,,5.37,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1988,,6.29,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1989,,7.48,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1990,,8.76,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1991,,10.02,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1992,,11.15,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1993,,12.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1994,,14.07,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1995,,15.38,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1996,,16.58,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1997,,17.91,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1998,,18.88,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,1999,,19.54,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2000,,20.37,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2001,,21.05,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2002,,22.17,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2003,,23.29,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2004,,24.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2005,,25.86,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2006,,27.46,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2007,,28.93,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2008,,30.73,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2009,,32.49,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2010,,33.04,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2011,,33.32,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2012,,26.94,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2013,,26.18,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2014,,26.18,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,D,Daily,V,Current prices,_Z,Not applicable,_Z,Not applicable,2015,,26.18,,,,A,Normal value,0,Units,1,One
