STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1960,,504.39,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1961,,521.7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1962,,547.76,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1963,,592.8,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1964,,603.24,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1965,,627.46,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1966,,649.98,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1967,,676.02,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1968,,854.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1969,,1003.62,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1970,,1078.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1971,,1192.47,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1972,,1331.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1973,,1570.35,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1974,,1936.08,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1975,,2308.76,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1976,,2645.03,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1977,,2976.07,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1978,,3360.84,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1979,,3780.31,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1980,,4373.11,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1981,,5166.96,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1982,,6076.97,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1983,,6811.87,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1984,,7453.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1985,,7928.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1986,,8196.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1987,,8524.36,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1988,,8757.58,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1989,,9132.76,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1990,,9523.15,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1991,,9987.9,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1992,,10379.98,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1993,,10647,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1994,,10880.22,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1995,,11214.84,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1996,,11617.06,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1997,,11955.06,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1998,,12309.96,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1999,,12512.76,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2000,,11484.18,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2001,,11902.8,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2002,,12285,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2003,,12758.16,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2004,,13467.96,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2005,,14232.36,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2006,,14832.96,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2007,,15206.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2008,,15664.16,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2009,,15952.32,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2010,,16088.82,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2011,,16408.82,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2012,,16944.24,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2013,,17162.64,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2014,,17344.56,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2015,,17490.24,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2016,,17599.44,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2017,,17763.24,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2018,,17981.64,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2019,,18254.64,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2020,,18473.04,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2021,,18760,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2022,,19744,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2023,,20814.72,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,FRA,France,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2024,,21272.8,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1960,,43.72,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1961,,46.44,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1962,,49.03,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1963,,50.88,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1964,,57.12,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1965,,57.12,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1966,,66.96,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1967,,77.32,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1968,,81.69,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1969,,90.24,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1970,,92.4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1971,,93.84,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1972,,100.38,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1973,,114.53,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1974,,152.76,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1975,,184.45,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1976,,219.36,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1977,,254.29,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1978,,309.07,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1979,,363.57,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1980,,425.04,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1981,,523.68,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1982,,778.12,,,,A,Normal value,0,Units,1,One
