DATAFLOW,LAST UPDATE,freq,purchase,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,DK,2019,77374,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,DK,2020,92959,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,DK,2021,99666,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,DK,2022,74958,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,DK,2023,74843,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,DK,2024,78676,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,DK,2025,88655,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FI,2015,80916,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FI,2016,83803,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FI,2017,86400,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FI,2018,83173,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FI,2019,86294,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FI,2020,95492,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FI,2021,104788,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FI,2022,87932,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FI,2023,67134,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FI,2024,65766,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FI,2025,71689,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2006,984462,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2007,973280,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2008,780838,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2009,732904,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2010,923702,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2011,934345,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2012,824920,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2013,832075,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2014,801154,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2015,926576,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2016,1005097,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2017,1133391,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2018,1140696,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2019,1248525,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2020,1168671,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2021,1383237,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2022,1297098,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2023,1015188,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2024,920238,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,FR,2025,1023412,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2008,22955,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2009,17265,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2010,16568,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2011,17288,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2012,17087,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2013,16011,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2014,15595,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2015,14389,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2016,18541,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2017,18797,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2018,20080,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2019,22407,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2020,20664,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2021,26972,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2022,26954,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2023,21486,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2024,18508,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HR,2025,17747,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2007,191170,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2008,154097,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2009,91137,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2010,90271,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2011,87730,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2012,85957,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2013,88713,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2014,113789,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2015,134101,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2016,146302,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2017,153770,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2018,163695,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2019,157019,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2020,133987,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2021,160678,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2022,144700,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2023,99257,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2024,133750,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,HU,2025,156950,ep,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2010,17933,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2011,15026,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2012,20754,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2013,24578,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2014,35257,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2015,39385,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2016,39774,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2017,43192,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2018,44397,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2019,45253,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2020,37872,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2021,46266,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2022,49850,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2023,50151,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2024,48763,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,IE,2025,50507,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,LT,2023,36886,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,LT,2024,37672,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,LT,2025,46260,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NL,2015,204674,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NL,2016,242528,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NL,2017,273061,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NL,2018,246619,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NL,2019,243437,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NL,2020,267819,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NL,2021,260195,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NL,2022,218133,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NL,2023,199175,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NL,2024,232992,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NL,2025,265267,p,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NO,2017,116327,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NO,2018,120392,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NO,2019,124275,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NO,2020,128534,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NO,2021,134263,p,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NO,2022,121904,p,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NO,2023,117918,p,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NO,2024,122616,p,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,NO,2025,132828,p,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2009,84827,e,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2010,90671,e,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2011,65196,e,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2012,53040,e,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2013,55983,e,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2014,59188,e,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2015,76705,e,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2016,91096,e,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2017,110032,e,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2018,128147,e,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2019,131662,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2020,118751,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2021,141744,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2022,145515,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2023,116752,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2024,134540,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,PT,2025,148632,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,SI,2014,10364,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,SI,2015,12030,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,SI,2016,14018,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,SI,2017,15246,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,SI,2018,13902,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,SI,2019,14071,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,SI,2020,11612,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,SI,2021,13927,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,SI,2022,12869,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,SI,2023,10300,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,SI,2024,8475,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,NR,SI,2025,11009,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,AT,2016,-5.8,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,AT,2017,5.1,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,AT,2018,1.4,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,AT,2019,10.2,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,AT,2020,5.1,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,AT,2021,5.7,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,AT,2022,-16.8,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,AT,2023,-27.2,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,AT,2024,10.5,p,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,AT,2025,21.4,ep,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BE,2011,10.4,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BE,2012,-2.8,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BE,2013,-2.7,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BE,2014,12.8,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BE,2015,-25.5,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BE,2016,18.8,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BE,2017,7.3,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BE,2018,5.2,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BE,2019,14.6,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BE,2020,-17.7,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BE,2021,18.6,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BE,2022,1.8,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BE,2023,-18.1,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BE,2024,1.4,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BE,2025,20.2,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BG,2018,3.7,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BG,2019,3.9,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BG,2020,-9.6,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BG,2021,39.0,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BG,2022,5.9,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BG,2023,-3.8,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BG,2024,5.5,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,BG,2025,-2.5,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,CY,2016,141.8,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,CY,2017,1.3,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,CY,2018,11.9,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,CY,2019,-4.2,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,CY,2020,-28.4,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,CY,2021,15.0,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,CY,2022,25.5,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,CY,2023,10.8,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,CY,2024,-1.1,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,CY,2025,3.8,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,DK,2014,13.6,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,DK,2015,14.4,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,DK,2016,6.1,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,DK,2017,12.1,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,DK,2018,-1.3,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,DK,2019,3.1,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,DK,2020,20.1,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,DK,2021,7.2,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,DK,2022,-24.8,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,DK,2023,-0.2,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,DK,2024,5.1,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,DK,2025,12.7,d,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2009,-20.6,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2010,13.8,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2011,-33.2,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2012,2.7,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2013,-15.6,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2014,30.8,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2015,9.9,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2016,14.8,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2017,16.0,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2018,10.1,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2019,-1.6,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2020,-12.5,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2021,39.3,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2022,6.0,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2023,-12.0,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2024,12.4,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,ES,2025,5.4,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,FI,2016,3.6,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,FI,2017,3.1,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,FI,2018,-3.7,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,FI,2019,3.8,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,FI,2020,10.7,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,FI,2021,9.7,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,FI,2022,-16.1,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,FI,2023,-23.7,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,FI,2024,-2.0,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,FI,2025,9.0,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,FR,2007,-1.1,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,FR,2008,-19.8,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,FR,2009,-6.1,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,FR,2010,26.0,,
ESTAT:PRC_HPI_HSNA(1.0),02/07/26 11:00:00,A,TOTAL,RCH_A_AVG,FR,2011,1.2,,
