DATAFLOW,LAST UPDATE,freq,unit,geo,purchase,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_EXST,2015,8731532864,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_EXST,2016,8347618823,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_EXST,2017,9294997953,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_EXST,2018,9984663943,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_EXST,2019,11079718853,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_EXST,2020,12180418207,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_EXST,2021,14497829592,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_EXST,2022,13547036081,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_EXST,2023,10572964975,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_EXST,2024,12139259629,p,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_EXST,2025,14760525069,ep,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_NEW,2015,3231079419,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_NEW,2016,3458128479,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_NEW,2017,3746801156,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_NEW,2018,4071636783,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_NEW,2019,5377611720,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_NEW,2020,6475095478,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_NEW,2021,7598871198,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_NEW,2022,6112755463,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_NEW,2023,2969264747,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_NEW,2024,3170236729,p,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,DW_NEW,2025,4272202898,ep,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2010,8345319841,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2011,8943396586,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2012,9440644606,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2013,9349945409,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2014,12080605937,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2015,11962612282,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2016,11805747302,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2017,13041799109,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2018,14056300727,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2019,16457330573,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2020,18655513685,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2021,22096700790,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2022,19659791545,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2023,13542229722,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2024,15309496357,p,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,AT,TOTAL,2025,19032727968,ep,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2010,21572699417,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2011,24536459273,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2012,24322723850,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2013,24227928850,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2014,27407165280,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2015,21832536502,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2016,26979690464,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2017,29654517778,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2018,32170264075,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2019,38905306431,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2020,33723782980,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2021,43154515257,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2022,46500200338,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2023,39696526110,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2024,40219465536,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,DW_EXST,2025,50990019654,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2005,24346251049,e,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2006,26759323267,e,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2007,29155112679,e,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2008,29162558375,e,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2009,27032357576,e,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2010,21572699417,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2011,24536459273,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2012,24322723850,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2013,24227928850,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2014,27407165280,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2015,21832536502,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2016,26979690464,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2017,29654517778,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2018,32170264075,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2019,38905306431,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2020,33723782980,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2021,43154515257,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2022,46500200338,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2023,39696526110,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2024,40219465536,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BE,TOTAL,2025,50990019654,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_EXST,2017,1329062550,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_EXST,2018,1459252729,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_EXST,2019,1624206362,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_EXST,2020,1435946723,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_EXST,2021,2328621994,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_EXST,2022,2643276282,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_EXST,2023,2850838288,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_EXST,2024,3539953761,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_EXST,2025,3963411614,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_NEW,2017,759856072,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_NEW,2018,815536037,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_NEW,2019,972718882,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_NEW,2020,1018177070,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_NEW,2021,1390635245,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_NEW,2022,1697053839,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_NEW,2023,1646288660,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_NEW,2024,2309910679,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,DW_NEW,2025,2689602338,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2006,2021187936,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2007,1708975218,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2008,2309569339,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2009,1976016832,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2010,1184023151,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2011,1540802626,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2012,1259623791,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2013,1249570770,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2014,1664032661,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2015,1689556529,e,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2016,1901672441,be,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2017,2088918623,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2018,2274788766,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2019,2596925244,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2020,2454123793,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2021,3719257238,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2022,4340330121,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2023,4497126948,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2024,5849864440,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,BG,TOTAL,2025,6653013951,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,DW_EXST,2013,11294164564,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,DW_EXST,2014,13264791967,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,DW_EXST,2015,16143681960,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,DW_EXST,2016,17491736722,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,DW_EXST,2017,20548440203,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,DW_EXST,2018,20670307336,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,DW_EXST,2019,21843315881,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,DW_EXST,2020,27658283650,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,DW_EXST,2021,32099178492,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,DW_EXST,2022,19908879674,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,DW_EXST,2023,24387909135,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,DW_EXST,2024,27026215808,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,DW_EXST,2025,33783112094,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2002,12028155440,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2003,13283625903,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2004,16699821234,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2005,20557449207,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2006,20149481841,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2007,20000939522,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2008,15653567597,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2009,13083737880,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2010,15653592577,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2011,12717798466,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2012,13219503641,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2013,11294164564,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2014,13264791967,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2015,16143681960,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2016,17491736722,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2017,20548440203,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2018,20670307336,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2019,21843315881,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2020,27658283650,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2021,32099178492,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2022,19908879674,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2023,24387909135,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2024,27026215808,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,DK,TOTAL,2025,33783112094,d,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_EXST,2015,11111711261,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_EXST,2016,11367855685,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_EXST,2017,11832855742,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_EXST,2018,11389348155,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_EXST,2019,12202165633,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_EXST,2020,13756211325,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_EXST,2021,16523071834,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_EXST,2022,13497493391,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_EXST,2023,9440044527,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_EXST,2024,9971405741,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_EXST,2025,11198538131,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_NEW,2015,1659255831,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_NEW,2016,1920960748,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_NEW,2017,2243779091,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_NEW,2018,2435446535,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_NEW,2019,3076399621,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_NEW,2020,3467466944,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_NEW,2021,3319970036,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_NEW,2022,3012104616,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_NEW,2023,2365894245,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_NEW,2024,1190588176,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,DW_NEW,2025,887235192,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2009,14838206087,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2010,14767969663,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2011,15506945837,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2012,17324642929,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2013,15142847976,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2014,14244750663,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2015,12770967092,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2016,13288816433,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2017,14076634833,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2018,13824794690,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2019,15278565254,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2020,17223678269,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2021,19843041870,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2022,16509598007,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2023,11805938772,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2024,11161993917,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FI,TOTAL,2025,12085773323,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2000,76712783322,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2001,79790922069,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2002,88609304844,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2003,98238929647,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2004,115672132697,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2005,135438613171,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2006,148931448359,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2007,156606646053,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2008,131127579705,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2009,107459763507,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2010,149974406758,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2011,161904987571,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2012,142804908537,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2013,141684376396,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2014,134708655015,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2015,156371502330,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2016,166662308874,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2017,194994724466,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2018,201170350446,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2019,229397151287,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2020,228923599627,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2021,290388914991,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2022,288066056857,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2023,226085154883,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2024,198168951274,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_EXST,2025,234066273660,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_NEW,2006,29495867469,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_NEW,2007,30640718631,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_NEW,2008,20322342045,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_NEW,2009,26195630395,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_NEW,2010,28610352988,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_NEW,2011,26546980333,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_NEW,2012,23810434048,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_NEW,2013,23617301840,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_NEW,2014,22987343589,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_NEW,2015,27084964678,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_NEW,2016,34271336171,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_NEW,2017,37278923783,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_NEW,2018,37713356880,,
ESTAT:PRC_HPI_HSVA(1.0),09/07/26 23:00:00,A,EUR,FR,DW_NEW,2019,40175937634,,
